"No.","Time","Source","Destination","Protocol","Length","Info"
"9010","44.321316","5.135.215.43","11.100.87.183","RTP","133","PT=DynamicRTP-Type-96, SSRC=0x34FA078C, Seq=741, Time=3692352246"
"9016","44.331985","11.100.87.183","5.135.215.43","RTP","116","PT=DynamicRTP-Type-96, SSRC=0xE2C2AC05, Seq=654, Time=4136989573"
"9017","44.332088","11.100.87.183","5.135.215.43","RTP","118","PT=DynamicRTP-Type-96, SSRC=0xE2C2AC05, Seq=655, Time=4136990533"
"9025","44.342449","5.135.215.43","11.100.87.183","RTP","133","PT=DynamicRTP-Type-96, SSRC=0x34FA078C, Seq=742, Time=3692353206"
"9026","44.343656","5.135.215.43","11.100.87.183","RTP","142","PT=DynamicRTP-Type-96, SSRC=0x34FA078C, Seq=743, Time=3692354166"
"9039","44.370314","5.135.215.43","11.100.87.183","RTP","135","PT=DynamicRTP-Type-96, SSRC=0x34FA078C, Seq=744, Time=3692355126"
"9042","44.377729","11.100.87.183","5.135.215.43","RTP","118","PT=DynamicRTP-Type-96, SSRC=0xE2C2AC05, Seq=656, Time=4136991493"
"9044","44.377903","11.100.87.183","5.135.215.43","RTP","113","PT=DynamicRTP-Type-96, SSRC=0xE2C2AC05, Seq=657, Time=4136992453"
"9052","44.391667","5.135.215.43","11.100.87.183","RTP","132","PT=DynamicRTP-Type-96, SSRC=0x34FA078C, Seq=745, Time=3692356086"
"9061","44.405441","11.100.87.183","5.135.215.43","RTP","112","PT=DynamicRTP-Type-96, SSRC=0xE2C2AC05, Seq=658, Time=4136993413"
"9066","44.405658","11.100.87.183","5.135.215.43","RTP","108","PT=DynamicRTP-Type-96, SSRC=0xE2C2AC05, Seq=659, Time=4136994373"
"9067","44.410593","5.135.215.43","11.100.87.183","RTP","128","PT=DynamicRTP-Type-96, SSRC=0x34FA078C, Seq=746, Time=3692357046"
"9079","44.435773","11.100.87.183","5.135.215.43","RTP","112","PT=DynamicRTP-Type-96, SSRC=0xE2C2AC05, Seq=660, Time=4136995333"
"9086","44.441060","5.135.215.43","11.100.87.183","RTP","130","PT=DynamicRTP-Type-96, SSRC=0x34FA078C, Seq=747, Time=3692358006"
"9097","44.461399","5.135.215.43","11.100.87.183","RTP","130","PT=DynamicRTP-Type-96, SSRC=0x34FA078C, Seq=748, Time=3692358966"
"9098","44.463577","11.100.87.183","5.135.215.43","RTP","114","PT=DynamicRTP-Type-96, SSRC=0xE2C2AC05, Seq=661, Time=4136996293"
"9105","44.481994","5.135.215.43","11.100.87.183","RTP","135","PT=DynamicRTP-Type-96, SSRC=0x34FA078C, Seq=749, Time=3692359926"
"9110","44.495477","11.100.87.183","5.135.215.43","RTP","112","PT=DynamicRTP-Type-96, SSRC=0xE2C2AC05, Seq=662, Time=4136997253"
"9111","44.495598","11.100.87.183","5.135.215.43","RTP","113","PT=DynamicRTP-Type-96, SSRC=0xE2C2AC05, Seq=663, Time=4136998213"
"9121","44.512630","5.135.215.43","11.100.87.183","RTP","131","PT=DynamicRTP-Type-96, SSRC=0x34FA078C, Seq=750, Time=3692360886"
"9122","44.513397","5.135.215.43","11.100.87.183","RTP","138","PT=DynamicRTP-Type-96, SSRC=0x34FA078C, Seq=751, Time=3692361846"
"9128","44.525789","11.100.87.183","5.135.215.43","RTP","115","PT=DynamicRTP-Type-96, SSRC=0xE2C2AC05, Seq=664, Time=4136999173"
"9130","44.532420","5.135.215.43","11.100.87.183","RTP","135","PT=DynamicRTP-Type-96, SSRC=0x34FA078C, Seq=752, Time=3692362806"
"9146","44.553561","5.135.215.43","11.100.87.183","RTP","126","PT=DynamicRTP-Type-96, SSRC=0x34FA078C, Seq=753, Time=3692363766"
"9147","44.555546","11.100.87.183","5.135.215.43","RTP","114","PT=DynamicRTP-Type-96, SSRC=0xE2C2AC05, Seq=665, Time=4137000133"
"9149","44.555652","11.100.87.183","5.135.215.43","RTP","110","PT=DynamicRTP-Type-96, SSRC=0xE2C2AC05, Seq=666, Time=4137001093"
"9155","44.571641","5.135.215.43","11.100.87.183","RTP","125","PT=DynamicRTP-Type-96, SSRC=0x34FA078C, Seq=754, Time=3692364726"
"9165","44.585807","11.100.87.183","5.135.215.43","RTP","110","PT=DynamicRTP-Type-96, SSRC=0xE2C2AC05, Seq=667, Time=4137002053"
"9172","44.600998","5.135.215.43","11.100.87.183","RTP","126","PT=DynamicRTP-Type-96, SSRC=0x34FA078C, Seq=755, Time=3692365686"
"9182","44.614017","11.100.87.183","5.135.215.43","RTP","110","PT=DynamicRTP-Type-96, SSRC=0xE2C2AC05, Seq=668, Time=4137003013"
"9184","44.614190","11.100.87.183","5.135.215.43","RTP","112","PT=DynamicRTP-Type-96, SSRC=0xE2C2AC05, Seq=669, Time=4137003973"
"9186","44.622546","5.135.215.43","11.100.87.183","RTP","129","PT=DynamicRTP-Type-96, SSRC=0x34FA078C, Seq=756, Time=3692366646"
"9196","44.642111","5.135.215.43","11.100.87.183","RTP","127","PT=DynamicRTP-Type-96, SSRC=0x34FA078C, Seq=757, Time=3692367606"
"9197","44.643082","5.135.215.43","11.100.87.183","RTP","124","PT=DynamicRTP-Type-96, SSRC=0x34FA078C, Seq=758, Time=3692368566"
"9199","44.644006","11.100.87.183","5.135.215.43","RTP","111","PT=DynamicRTP-Type-96, SSRC=0xE2C2AC05, Seq=670, Time=4137004933"
"9200","44.644032","11.100.87.183","5.135.215.43","RTP","120","PT=DynamicRTP-Type-96, SSRC=0xE2C2AC05, Seq=671, Time=4137005893"
"9217","44.671233","5.135.215.43","11.100.87.183","RTP","127","PT=DynamicRTP-Type-96, SSRC=0x34FA078C, Seq=759, Time=3692369526"
"9218","44.673984","11.100.87.183","5.135.215.43","RTP","110","PT=DynamicRTP-Type-96, SSRC=0xE2C2AC05, Seq=672, Time=4137006853"
"9227","44.690876","5.135.215.43","11.100.87.183","RTP","130","PT=DynamicRTP-Type-96, SSRC=0x34FA078C, Seq=760, Time=3692370486"
"9232","44.703778","11.100.87.183","5.135.215.43","RTP","111","PT=DynamicRTP-Type-96, SSRC=0xE2C2AC05, Seq=673, Time=4137007813"
"9241","44.712976","5.135.215.43","11.100.87.183","RTP","134","PT=DynamicRTP-Type-96, SSRC=0x34FA078C, Seq=761, Time=3692371446"
"9251","44.732997","5.135.215.43","11.100.87.183","RTP","125","PT=DynamicRTP-Type-96, SSRC=0x34FA078C, Seq=762, Time=3692372406"
"9253","44.735555","11.100.87.183","5.135.215.43","RTP","111","PT=DynamicRTP-Type-96, SSRC=0xE2C2AC05, Seq=674, Time=4137008773"
"9254","44.735573","11.100.87.183","5.135.215.43","RTP","114","PT=DynamicRTP-Type-96, SSRC=0xE2C2AC05, Seq=675, Time=4137009733"
"9268","44.761323","5.135.215.43","11.100.87.183","RTP","128","PT=DynamicRTP-Type-96, SSRC=0x34FA078C, Seq=763, Time=3692373366"
"9269","44.763881","11.100.87.183","5.135.215.43","RTP","110","PT=DynamicRTP-Type-96, SSRC=0xE2C2AC05, Seq=676, Time=4137010693"
"9277","44.781851","5.135.215.43","11.100.87.183","RTP","127","PT=DynamicRTP-Type-96, SSRC=0x34FA078C, Seq=764, Time=3692374326"
"9283","44.794630","11.100.87.183","5.135.215.43","RTP","109","PT=DynamicRTP-Type-96, SSRC=0xE2C2AC05, Seq=677, Time=4137011653"
"9285","44.794728","11.100.87.183","5.135.215.43","RTP","108","PT=DynamicRTP-Type-96, SSRC=0xE2C2AC05, Seq=678, Time=4137012613"
"9292","44.801674","5.135.215.43","11.100.87.183","RTP","137","PT=DynamicRTP-Type-96, SSRC=0x34FA078C, Seq=765, Time=3692375286"
"9293","44.802911","5.135.215.43","11.100.87.183","RTP","129","PT=DynamicRTP-Type-96, SSRC=0x34FA078C, Seq=766, Time=3692376246"
"9303","44.823656","11.100.87.183","5.135.215.43","RTP","111","PT=DynamicRTP-Type-96, SSRC=0xE2C2AC05, Seq=679, Time=4137013573"
"9310","44.832903","5.135.215.43","11.100.87.183","RTP","129","PT=DynamicRTP-Type-96, SSRC=0x34FA078C, Seq=767, Time=3692377206"
"9317","44.852525","5.135.215.43","11.100.87.183","RTP","121","PT=DynamicRTP-Type-96, SSRC=0x34FA078C, Seq=768, Time=3692378166"
"9318","44.854030","11.100.87.183","5.135.215.43","RTP","109","PT=DynamicRTP-Type-96, SSRC=0xE2C2AC05, Seq=680, Time=4137014533"
"9320","44.854142","11.100.87.183","5.135.215.43","RTP","112","PT=DynamicRTP-Type-96, SSRC=0xE2C2AC05, Seq=681, Time=4137015493"
"9328","44.872394","5.135.215.43","11.100.87.183","RTP","137","PT=DynamicRTP-Type-96, SSRC=0x34FA078C, Seq=769, Time=3692379126"
"9334","44.882873","11.100.87.183","5.135.215.43","RTP","110","PT=DynamicRTP-Type-96, SSRC=0xE2C2AC05, Seq=682, Time=4137016453"
"9335","44.882933","11.100.87.183","5.135.215.43","RTP","106","PT=DynamicRTP-Type-96, SSRC=0xE2C2AC05, Seq=683, Time=4137017413"
"9348","44.902951","5.135.215.43","11.100.87.183","RTP","126","PT=DynamicRTP-Type-96, SSRC=0x34FA078C, Seq=770, Time=3692380086"
"9358","44.926916","5.135.215.43","11.100.87.183","RTP","128","PT=DynamicRTP-Type-96, SSRC=0x34FA078C, Seq=771, Time=3692381046"
"9359","44.927193","11.100.87.183","5.135.215.43","RTP","110","PT=DynamicRTP-Type-96, SSRC=0xE2C2AC05, Seq=684, Time=4137018373"
"9371","44.940906","5.135.215.43","11.100.87.183","RTP","123","PT=DynamicRTP-Type-96, SSRC=0x34FA078C, Seq=772, Time=3692382006"
"9375","44.957155","11.100.87.183","5.135.215.43","RTP","112","PT=DynamicRTP-Type-96, SSRC=0xE2C2AC05, Seq=685, Time=4137019333"
"9377","44.957296","11.100.87.183","5.135.215.43","RTP","105","PT=DynamicRTP-Type-96, SSRC=0xE2C2AC05, Seq=686, Time=4137020293"
"9380","44.962294","5.135.215.43","11.100.87.183","RTP","125","PT=DynamicRTP-Type-96, SSRC=0x34FA078C, Seq=773, Time=3692382966"
"9381","44.963144","5.135.215.43","11.100.87.183","RTP","120","PT=DynamicRTP-Type-96, SSRC=0x34FA078C, Seq=774, Time=3692383926"
"9396","44.986764","11.100.87.183","5.135.215.43","RTP","111","PT=DynamicRTP-Type-96, SSRC=0xE2C2AC05, Seq=687, Time=4137021253"
"9398","44.991131","5.135.215.43","11.100.87.183","RTP","123","PT=DynamicRTP-Type-96, SSRC=0x34FA078C, Seq=775, Time=3692384886"
"9408","45.012694","5.135.215.43","11.100.87.183","RTP","123","PT=DynamicRTP-Type-96, SSRC=0x34FA078C, Seq=776, Time=3692385846"
"9413","45.015637","11.100.87.183","5.135.215.43","RTP","112","PT=DynamicRTP-Type-96, SSRC=0xE2C2AC05, Seq=688, Time=4137022213"
"9415","45.015775","11.100.87.183","5.135.215.43","RTP","111","PT=DynamicRTP-Type-96, SSRC=0xE2C2AC05, Seq=689, Time=4137023173"
"9419","45.031208","5.135.215.43","11.100.87.183","RTP","126","PT=DynamicRTP-Type-96, SSRC=0x34FA078C, Seq=777, Time=3692386806"
"9420","45.044055","11.100.87.183","5.135.215.43","RTP","111","PT=DynamicRTP-Type-96, SSRC=0xE2C2AC05, Seq=690, Time=4137024133"
"9421","45.044150","11.100.87.183","5.135.215.43","RTP","111","PT=DynamicRTP-Type-96, SSRC=0xE2C2AC05, Seq=691, Time=4137025093"
"9435","45.059527","5.135.215.43","11.100.87.183","RTP","125","PT=DynamicRTP-Type-96, SSRC=0x34FA078C, Seq=778, Time=3692387766"
"9442","45.074360","11.100.87.183","5.135.215.43","RTP","109","PT=DynamicRTP-Type-96, SSRC=0xE2C2AC05, Seq=692, Time=4137026053"
"9448","45.079498","5.135.215.43","11.100.87.183","RTP","119","PT=DynamicRTP-Type-96, SSRC=0x34FA078C, Seq=779, Time=3692388726"
"9459","45.100948","5.135.215.43","11.100.87.183","RTP","127","PT=DynamicRTP-Type-96, SSRC=0x34FA078C, Seq=780, Time=3692389686"
"9460","45.100948","5.135.215.43","11.100.87.183","RTP","121","PT=DynamicRTP-Type-96, SSRC=0x34FA078C, Seq=781, Time=3692390646"
"9461","45.105595","11.100.87.183","5.135.215.43","RTP","110","PT=DynamicRTP-Type-96, SSRC=0xE2C2AC05, Seq=693, Time=4137027013"
"9471","45.130493","5.135.215.43","11.100.87.183","RTP","124","PT=DynamicRTP-Type-96, SSRC=0x34FA078C, Seq=782, Time=3692391606"
"9472","45.134033","11.100.87.183","5.135.215.43","RTP","113","PT=DynamicRTP-Type-96, SSRC=0xE2C2AC05, Seq=694, Time=4137027973"
"9473","45.134174","11.100.87.183","5.135.215.43","RTP","109","PT=DynamicRTP-Type-96, SSRC=0xE2C2AC05, Seq=695, Time=4137028933"
"9476","45.153172","5.135.215.43","11.100.87.183","RTP","124","PT=DynamicRTP-Type-96, SSRC=0x34FA078C, Seq=783, Time=3692392566"
"9477","45.165746","11.100.87.183","5.135.215.43","RTP","111","PT=DynamicRTP-Type-96, SSRC=0xE2C2AC05, Seq=696, Time=4137029893"
"9478","45.171259","5.135.215.43","11.100.87.183","RTP","130","PT=DynamicRTP-Type-96, SSRC=0x34FA078C, Seq=784, Time=3692393526"
"9480","45.193880","11.100.87.183","5.135.215.43","RTP","107","PT=DynamicRTP-Type-96, SSRC=0xE2C2AC05, Seq=697, Time=4137030853"
"9481","45.194037","11.100.87.183","5.135.215.43","RTP","107","PT=DynamicRTP-Type-96, SSRC=0xE2C2AC05, Seq=698, Time=4137031813"
"9482","45.200708","5.135.215.43","11.100.87.183","RTP","120","PT=DynamicRTP-Type-96, SSRC=0x34FA078C, Seq=785, Time=3692394486"
"9483","45.222555","11.100.87.183","5.135.215.43","RTP","112","PT=DynamicRTP-Type-96, SSRC=0xE2C2AC05, Seq=699, Time=4137032773"
"9484","45.222620","5.135.215.43","11.100.87.183","RTP","129","PT=DynamicRTP-Type-96, SSRC=0x34FA078C, Seq=786, Time=3692395446"
"9485","45.237458","11.100.87.183","5.135.215.43","RTP","111","PT=DynamicRTP-Type-96, SSRC=0xE2C2AC05, Seq=700, Time=4137033733"
"9486","45.240739","5.135.215.43","11.100.87.183","RTP","128","PT=DynamicRTP-Type-96, SSRC=0x34FA078C, Seq=787, Time=3692396406"
"9487","45.261651","5.135.215.43","11.100.87.183","RTP","131","PT=DynamicRTP-Type-96, SSRC=0x34FA078C, Seq=788, Time=3692397366"
"9488","45.262524","5.135.215.43","11.100.87.183","RTP","126","PT=DynamicRTP-Type-96, SSRC=0x34FA078C, Seq=789, Time=3692398326"
"9489","45.267731","11.100.87.183","5.135.215.43","RTP","109","PT=DynamicRTP-Type-96, SSRC=0xE2C2AC05, Seq=701, Time=4137034693"
"9490","45.290802","5.135.215.43","11.100.87.183","RTP","125","PT=DynamicRTP-Type-96, SSRC=0x34FA078C, Seq=790, Time=3692399286"
"9491","45.299992","11.100.87.183","5.135.215.43","RTP","111","PT=DynamicRTP-Type-96, SSRC=0xE2C2AC05, Seq=702, Time=4137035653"
"9492","45.300125","11.100.87.183","5.135.215.43","RTP","110","PT=DynamicRTP-Type-96, SSRC=0xE2C2AC05, Seq=703, Time=4137036613"
"9493","45.311373","5.135.215.43","11.100.87.183","RTP","127","PT=DynamicRTP-Type-96, SSRC=0x34FA078C, Seq=791, Time=3692400246"
"9494","45.331592","11.100.87.183","5.135.215.43","RTP","113","PT=DynamicRTP-Type-96, SSRC=0xE2C2AC05, Seq=704, Time=4137037573"
"9495","45.331715","5.135.215.43","11.100.87.183","RTP","122","PT=DynamicRTP-Type-96, SSRC=0x34FA078C, Seq=792, Time=3692401206"
"9496","45.331748","11.100.87.183","5.135.215.43","RTP","110","PT=DynamicRTP-Type-96, SSRC=0xE2C2AC05, Seq=705, Time=4137038533"
"9497","45.361358","5.135.215.43","11.100.87.183","RTP","129","PT=DynamicRTP-Type-96, SSRC=0x34FA078C, Seq=793, Time=3692402166"
"9498","45.377849","11.100.87.183","5.135.215.43","RTP","112","PT=DynamicRTP-Type-96, SSRC=0xE2C2AC05, Seq=706, Time=4137039493"
"9499","45.377998","11.100.87.183","5.135.215.43","RTP","114","PT=DynamicRTP-Type-96, SSRC=0xE2C2AC05, Seq=707, Time=4137040453"
"9500","45.383852","5.135.215.43","11.100.87.183","RTP","127","PT=DynamicRTP-Type-96, SSRC=0x34FA078C, Seq=794, Time=3692403126"
"9501","45.401015","5.135.215.43","11.100.87.183","RTP","129","PT=DynamicRTP-Type-96, SSRC=0x34FA078C, Seq=795, Time=3692404086"
"9502","45.406276","11.100.87.183","5.135.215.43","RTP","109","PT=DynamicRTP-Type-96, SSRC=0xE2C2AC05, Seq=708, Time=4137041413"
"9503","45.423870","5.135.215.43","11.100.87.183","RTP","125","PT=DynamicRTP-Type-96, SSRC=0x34FA078C, Seq=797, Time=3692406006"
"9504","45.423870","5.135.215.43","11.100.87.183","RTP","122","PT=DynamicRTP-Type-96, SSRC=0x34FA078C, Seq=796, Time=3692405046"
"9505","45.435890","11.100.87.183","5.135.215.43","RTP","109","PT=DynamicRTP-Type-96, SSRC=0xE2C2AC05, Seq=709, Time=4137042373"
"9506","45.436024","11.100.87.183","5.135.215.43","RTP","109","PT=DynamicRTP-Type-96, SSRC=0xE2C2AC05, Seq=710, Time=4137043333"
"9507","45.450587","5.135.215.43","11.100.87.183","RTP","132","PT=DynamicRTP-Type-96, SSRC=0x34FA078C, Seq=798, Time=3692406966"
"9508","45.464169","11.100.87.183","5.135.215.43","RTP","109","PT=DynamicRTP-Type-96, SSRC=0xE2C2AC05, Seq=711, Time=4137044293"
"9509","45.471237","5.135.215.43","11.100.87.183","RTP","137","PT=DynamicRTP-Type-96, SSRC=0x34FA078C, Seq=799, Time=3692407926"
"9510","45.491789","5.135.215.43","11.100.87.183","RTP","144","PT=DynamicRTP-Type-96, SSRC=0x34FA078C, Seq=800, Time=3692408886"
"9511","45.493635","11.100.87.183","5.135.215.43","RTP","109","PT=DynamicRTP-Type-96, SSRC=0xE2C2AC05, Seq=712, Time=4137045253"
"9512","45.493773","11.100.87.183","5.135.215.43","RTP","108","PT=DynamicRTP-Type-96, SSRC=0xE2C2AC05, Seq=713, Time=4137046213"
"9513","45.521052","5.135.215.43","11.100.87.183","RTP","144","PT=DynamicRTP-Type-96, SSRC=0x34FA078C, Seq=801, Time=3692409846"
"9514","45.523546","11.100.87.183","5.135.215.43","RTP","107","PT=DynamicRTP-Type-96, SSRC=0xE2C2AC05, Seq=714, Time=4137047173"
"9515","45.523699","11.100.87.183","5.135.215.43","RTP","108","PT=DynamicRTP-Type-96, SSRC=0xE2C2AC05, Seq=715, Time=4137048133"
"9516","45.541934","5.135.215.43","11.100.87.183","RTP","154","PT=DynamicRTP-Type-96, SSRC=0x34FA078C, Seq=802, Time=3692410806"
"9517","45.551927","11.100.87.183","5.135.215.43","RTP","115","PT=DynamicRTP-Type-96, SSRC=0xE2C2AC05, Seq=716, Time=4137049093"
"9518","45.561014","5.135.215.43","11.100.87.183","RTP","156","PT=DynamicRTP-Type-96, SSRC=0x34FA078C, Seq=803, Time=3692411766"
"9519","45.561014","5.135.215.43","11.100.87.183","RTP","150","PT=DynamicRTP-Type-96, SSRC=0x34FA078C, Seq=804, Time=3692412726"
"9520","45.580470","5.135.215.43","11.100.87.183","RTP","150","PT=DynamicRTP-Type-96, SSRC=0x34FA078C, Seq=805, Time=3692413686"
"9521","45.582698","11.100.87.183","5.135.215.43","RTP","108","PT=DynamicRTP-Type-96, SSRC=0xE2C2AC05, Seq=717, Time=4137050053"
"9522","45.610136","5.135.215.43","11.100.87.183","RTP","157","PT=DynamicRTP-Type-96, SSRC=0x34FA078C, Seq=806, Time=3692414646"
"9523","45.611913","11.100.87.183","5.135.215.43","RTP","110","PT=DynamicRTP-Type-96, SSRC=0xE2C2AC05, Seq=718, Time=4137051013"
"9524","45.612085","11.100.87.183","5.135.215.43","RTP","107","PT=DynamicRTP-Type-96, SSRC=0xE2C2AC05, Seq=719, Time=4137051973"
"9525","45.630143","5.135.215.43","11.100.87.183","RTP","156","PT=DynamicRTP-Type-96, SSRC=0x34FA078C, Seq=807, Time=3692415606"
"9526","45.642159","11.100.87.183","5.135.215.43","RTP","114","PT=DynamicRTP-Type-96, SSRC=0xE2C2AC05, Seq=720, Time=4137052933"
"9527","45.650417","5.135.215.43","11.100.87.183","RTP","147","PT=DynamicRTP-Type-96, SSRC=0x34FA078C, Seq=808, Time=3692416566"
"9528","45.672221","11.100.87.183","5.135.215.43","RTP","118","PT=DynamicRTP-Type-96, SSRC=0xE2C2AC05, Seq=721, Time=4137053893"
"9529","45.672333","11.100.87.183","5.135.215.43","RTP","111","PT=DynamicRTP-Type-96, SSRC=0xE2C2AC05, Seq=722, Time=4137054853"
"9530","45.679751","5.135.215.43","11.100.87.183","RTP","160","PT=DynamicRTP-Type-96, SSRC=0x34FA078C, Seq=809, Time=3692417526"
"9531","45.701055","5.135.215.43","11.100.87.183","RTP","151","PT=DynamicRTP-Type-96, SSRC=0x34FA078C, Seq=810, Time=3692418486"
"9532","45.702192","11.100.87.183","5.135.215.43","RTP","114","PT=DynamicRTP-Type-96, SSRC=0xE2C2AC05, Seq=723, Time=4137055813"
"9533","45.721146","5.135.215.43","11.100.87.183","RTP","145","PT=DynamicRTP-Type-96, SSRC=0x34FA078C, Seq=811, Time=3692419446"
"9534","45.721146","5.135.215.43","11.100.87.183","RTP","151","PT=DynamicRTP-Type-96, SSRC=0x34FA078C, Seq=812, Time=3692420406"
"9535","45.733766","11.100.87.183","5.135.215.43","RTP","107","PT=DynamicRTP-Type-96, SSRC=0xE2C2AC05, Seq=724, Time=4137056773"
"9536","45.733875","11.100.87.183","5.135.215.43","RTP","109","PT=DynamicRTP-Type-96, SSRC=0xE2C2AC05, Seq=725, Time=4137057733"
"9537","45.750345","5.135.215.43","11.100.87.183","RTP","145","PT=DynamicRTP-Type-96, SSRC=0x34FA078C, Seq=813, Time=3692421366"
"9538","45.770070","5.135.215.43","11.100.87.183","RTP","155","PT=DynamicRTP-Type-96, SSRC=0x34FA078C, Seq=814, Time=3692422326"
"9539","45.779270","11.100.87.183","5.135.215.43","RTP","109","PT=DynamicRTP-Type-96, SSRC=0xE2C2AC05, Seq=726, Time=4137058693"
"9540","45.779387","11.100.87.183","5.135.215.43","RTP","110","PT=DynamicRTP-Type-96, SSRC=0xE2C2AC05, Seq=727, Time=4137059653"
"9541","45.790959","5.135.215.43","11.100.87.183","RTP","157","PT=DynamicRTP-Type-96, SSRC=0x34FA078C, Seq=815, Time=3692423286"
"9542","45.793384","11.100.87.183","5.135.215.43","RTP","106","PT=DynamicRTP-Type-96, SSRC=0xE2C2AC05, Seq=728, Time=4137060613"
"9543","45.820210","5.135.215.43","11.100.87.183","RTP","145","PT=DynamicRTP-Type-96, SSRC=0x34FA078C, Seq=816, Time=3692424246"
"9544","45.822000","11.100.87.183","5.135.215.43","RTP","108","PT=DynamicRTP-Type-96, SSRC=0xE2C2AC05, Seq=729, Time=4137061573"
"9546","45.835765","11.100.87.183","5.135.215.43","RTP","109","PT=DynamicRTP-Type-96, SSRC=0xE2C2AC05, Seq=730, Time=4137062533"
"9547","45.841980","5.135.215.43","11.100.87.183","RTP","154","PT=DynamicRTP-Type-96, SSRC=0x34FA078C, Seq=817, Time=3692425206"
"9548","45.850038","11.100.87.183","5.135.215.43","RTP","110","PT=DynamicRTP-Type-96, SSRC=0xE2C2AC05, Seq=731, Time=4137063493"
"9549","45.860208","5.135.215.43","11.100.87.183","RTP","153","PT=DynamicRTP-Type-96, SSRC=0x34FA078C, Seq=818, Time=3692426166"
"9550","45.879634","11.100.87.183","5.135.215.43","RTP","111","PT=DynamicRTP-Type-96, SSRC=0xE2C2AC05, Seq=732, Time=4137064453"
"9551","45.881888","5.135.215.43","11.100.87.183","RTP","156","PT=DynamicRTP-Type-96, SSRC=0x34FA078C, Seq=819, Time=3692427126"
"9552","45.885308","5.135.215.43","11.100.87.183","RTP","147","PT=DynamicRTP-Type-96, SSRC=0x34FA078C, Seq=820, Time=3692428086"
"9553","45.910174","11.100.87.183","5.135.215.43","RTP","113","PT=DynamicRTP-Type-96, SSRC=0xE2C2AC05, Seq=733, Time=4137065413"
"9554","45.910430","11.100.87.183","5.135.215.43","RTP","115","PT=DynamicRTP-Type-96, SSRC=0xE2C2AC05, Seq=734, Time=4137066373"
"9555","45.910666","5.135.215.43","11.100.87.183","RTP","151","PT=DynamicRTP-Type-96, SSRC=0x34FA078C, Seq=821, Time=3692429046"
"9556","45.930722","5.135.215.43","11.100.87.183","RTP","149","PT=DynamicRTP-Type-96, SSRC=0x34FA078C, Seq=822, Time=3692430006"
"9557","45.942279","11.100.87.183","5.135.215.43","RTP","114","PT=DynamicRTP-Type-96, SSRC=0xE2C2AC05, Seq=735, Time=4137067333"
"9558","45.949869","5.135.215.43","11.100.87.183","RTP","150","PT=DynamicRTP-Type-96, SSRC=0x34FA078C, Seq=823, Time=3692430966"
"9559","45.957577","11.100.87.183","5.135.215.43","RTP","111","PT=DynamicRTP-Type-96, SSRC=0xE2C2AC05, Seq=736, Time=4137068293"
