"No.","Time","Source","Destination","Protocol","Length","Info"
"10574","50.900813","5.135.215.43","11.100.87.183","RTP","126","PT=DynamicRTP-Type-96, SSRC=0x34FA078C, Seq=1070, Time=3692668086"
"10575","50.910635","11.100.87.183","5.135.215.43","RTP","109","PT=DynamicRTP-Type-96, SSRC=0xE2C2AC05, Seq=984, Time=4137306373"
"10585","50.920922","5.135.215.43","11.100.87.183","RTP","121","PT=DynamicRTP-Type-96, SSRC=0x34FA078C, Seq=1071, Time=3692669046"
"10595","50.939934","11.100.87.183","5.135.215.43","RTP","112","PT=DynamicRTP-Type-96, SSRC=0xE2C2AC05, Seq=985, Time=4137307333"
"10597","50.953877","5.135.215.43","11.100.87.183","RTP","131","PT=DynamicRTP-Type-96, SSRC=0x34FA078C, Seq=1072, Time=3692670006"
"10598","50.953877","5.135.215.43","11.100.87.183","RTP","117","PT=DynamicRTP-Type-96, SSRC=0x34FA078C, Seq=1073, Time=3692670966"
"10601","50.967409","11.100.87.183","5.135.215.43","RTP","114","PT=DynamicRTP-Type-96, SSRC=0xE2C2AC05, Seq=986, Time=4137308293"
"10604","50.967581","11.100.87.183","5.135.215.43","RTP","115","PT=DynamicRTP-Type-96, SSRC=0xE2C2AC05, Seq=987, Time=4137309253"
"10607","50.971145","5.135.215.43","11.100.87.183","RTP","127","PT=DynamicRTP-Type-96, SSRC=0x34FA078C, Seq=1074, Time=3692671926"
"10608","50.990553","5.135.215.43","11.100.87.183","RTP","120","PT=DynamicRTP-Type-96, SSRC=0x34FA078C, Seq=1075, Time=3692672886"
"10610","50.997660","11.100.87.183","5.135.215.43","RTP","111","PT=DynamicRTP-Type-96, SSRC=0xE2C2AC05, Seq=988, Time=4137310213"
"10615","51.011424","5.135.215.43","11.100.87.183","RTP","122","PT=DynamicRTP-Type-96, SSRC=0x34FA078C, Seq=1076, Time=3692673846"
"10620","51.025338","11.100.87.183","5.135.215.43","RTP","107","PT=DynamicRTP-Type-96, SSRC=0xE2C2AC05, Seq=989, Time=4137311173"
"10629","51.041527","5.135.215.43","11.100.87.183","RTP","118","PT=DynamicRTP-Type-96, SSRC=0x34FA078C, Seq=1077, Time=3692674806"
"10633","51.053620","11.100.87.183","5.135.215.43","RTP","111","PT=DynamicRTP-Type-96, SSRC=0xE2C2AC05, Seq=990, Time=4137312133"
"10634","51.053703","11.100.87.183","5.135.215.43","RTP","108","PT=DynamicRTP-Type-96, SSRC=0xE2C2AC05, Seq=991, Time=4137313093"
"10651","51.061060","5.135.215.43","11.100.87.183","RTP","128","PT=DynamicRTP-Type-96, SSRC=0x34FA078C, Seq=1078, Time=3692675766"
"10663","51.082095","5.135.215.43","11.100.87.183","RTP","122","PT=DynamicRTP-Type-96, SSRC=0x34FA078C, Seq=1079, Time=3692676726"
"10670","51.083121","5.135.215.43","11.100.87.183","RTP","119","PT=DynamicRTP-Type-96, SSRC=0x34FA078C, Seq=1080, Time=3692677686"
"10671","51.085514","11.100.87.183","5.135.215.43","RTP","113","PT=DynamicRTP-Type-96, SSRC=0xE2C2AC05, Seq=992, Time=4137314053"
"10689","51.113869","5.135.215.43","11.100.87.183","RTP","123","PT=DynamicRTP-Type-96, SSRC=0x34FA078C, Seq=1081, Time=3692678646"
"10701","51.115188","11.100.87.183","5.135.215.43","RTP","108","PT=DynamicRTP-Type-96, SSRC=0xE2C2AC05, Seq=993, Time=4137315013"
"10702","51.115288","11.100.87.183","5.135.215.43","RTP","113","PT=DynamicRTP-Type-96, SSRC=0xE2C2AC05, Seq=994, Time=4137315973"
"10722","51.131764","5.135.215.43","11.100.87.183","RTP","118","PT=DynamicRTP-Type-96, SSRC=0x34FA078C, Seq=1082, Time=3692679606"
"10741","51.145393","11.100.87.183","5.135.215.43","RTP","112","PT=DynamicRTP-Type-96, SSRC=0xE2C2AC05, Seq=995, Time=4137316933"
"10762","51.149736","5.135.215.43","11.100.87.183","RTP","120","PT=DynamicRTP-Type-96, SSRC=0x34FA078C, Seq=1083, Time=3692680566"
"10820","51.175257","11.100.87.183","5.135.215.43","RTP","115","PT=DynamicRTP-Type-96, SSRC=0xE2C2AC05, Seq=996, Time=4137317893"
"10822","51.175397","11.100.87.183","5.135.215.43","RTP","111","PT=DynamicRTP-Type-96, SSRC=0xE2C2AC05, Seq=997, Time=4137318853"
"10859","51.180930","5.135.215.43","11.100.87.183","RTP","120","PT=DynamicRTP-Type-96, SSRC=0x34FA078C, Seq=1084, Time=3692681526"
"10885","51.202938","5.135.215.43","11.100.87.183","RTP","122","PT=DynamicRTP-Type-96, SSRC=0x34FA078C, Seq=1085, Time=3692682486"
"10899","51.205718","11.100.87.183","5.135.215.43","RTP","111","PT=DynamicRTP-Type-96, SSRC=0xE2C2AC05, Seq=998, Time=4137319813"
"10905","51.206004","11.100.87.183","5.135.215.43","RTP","116","PT=DynamicRTP-Type-96, SSRC=0xE2C2AC05, Seq=999, Time=4137320773"
"10940","51.220879","5.135.215.43","11.100.87.183","RTP","118","PT=DynamicRTP-Type-96, SSRC=0x34FA078C, Seq=1086, Time=3692683446"
"10960","51.243059","5.135.215.43","11.100.87.183","RTP","120","PT=DynamicRTP-Type-96, SSRC=0x34FA078C, Seq=1087, Time=3692684406"
"10963","51.243598","5.135.215.43","11.100.87.183","RTP","128","PT=DynamicRTP-Type-96, SSRC=0x34FA078C, Seq=1088, Time=3692685366"
"10968","51.249403","11.100.87.183","5.135.215.43","RTP","112","PT=DynamicRTP-Type-96, SSRC=0xE2C2AC05, Seq=1000, Time=4137321733"
"11007","51.250866","11.100.87.183","5.135.215.43","RTP","111","PT=DynamicRTP-Type-96, SSRC=0xE2C2AC05, Seq=1001, Time=4137322693"
"11022","51.274781","5.135.215.43","11.100.87.183","RTP","116","PT=DynamicRTP-Type-96, SSRC=0x34FA078C, Seq=1089, Time=3692686326"
"11057","51.280429","11.100.87.183","5.135.215.43","RTP","109","PT=DynamicRTP-Type-96, SSRC=0xE2C2AC05, Seq=1002, Time=4137323653"
"11058","51.280473","11.100.87.183","5.135.215.43","RTP","109","PT=DynamicRTP-Type-96, SSRC=0xE2C2AC05, Seq=1003, Time=4137324613"
"11059","51.291616","5.135.215.43","11.100.87.183","RTP","127","PT=DynamicRTP-Type-96, SSRC=0x34FA078C, Seq=1090, Time=3692687286"
"11109","51.310375","11.100.87.183","5.135.215.43","RTP","109","PT=DynamicRTP-Type-96, SSRC=0xE2C2AC05, Seq=1004, Time=4137325573"
"11110","51.311813","5.135.215.43","11.100.87.183","RTP","122","PT=DynamicRTP-Type-96, SSRC=0x34FA078C, Seq=1091, Time=3692688246"
"11142","51.340035","11.100.87.183","5.135.215.43","RTP","109","PT=DynamicRTP-Type-96, SSRC=0xE2C2AC05, Seq=1005, Time=4137326533"
"11143","51.344193","5.135.215.43","11.100.87.183","RTP","120","PT=DynamicRTP-Type-96, SSRC=0x34FA078C, Seq=1092, Time=3692689206"
"11146","51.360739","5.135.215.43","11.100.87.183","RTP","124","PT=DynamicRTP-Type-96, SSRC=0x34FA078C, Seq=1093, Time=3692690166"
"11147","51.367889","11.100.87.183","5.135.215.43","RTP","111","PT=DynamicRTP-Type-96, SSRC=0xE2C2AC05, Seq=1006, Time=4137327493"
"11150","51.368084","11.100.87.183","5.135.215.43","RTP","113","PT=DynamicRTP-Type-96, SSRC=0xE2C2AC05, Seq=1007, Time=4137328453"
"11198","51.381984","5.135.215.43","11.100.87.183","RTP","123","PT=DynamicRTP-Type-96, SSRC=0x34FA078C, Seq=1094, Time=3692691126"
"11207","51.411740","11.100.87.183","5.135.215.43","RTP","108","PT=DynamicRTP-Type-96, SSRC=0xE2C2AC05, Seq=1008, Time=4137329413"
"11208","51.411845","11.100.87.183","5.135.215.43","RTP","112","PT=DynamicRTP-Type-96, SSRC=0xE2C2AC05, Seq=1009, Time=4137330373"
"11213","51.412546","5.135.215.43","11.100.87.183","RTP","122","PT=DynamicRTP-Type-96, SSRC=0x34FA078C, Seq=1095, Time=3692692086"
"11216","51.415367","5.135.215.43","11.100.87.183","RTP","118","PT=DynamicRTP-Type-96, SSRC=0x34FA078C, Seq=1096, Time=3692693046"
"11234","51.430855","5.135.215.43","11.100.87.183","RTP","119","PT=DynamicRTP-Type-96, SSRC=0x34FA078C, Seq=1097, Time=3692694006"
"11260","51.442283","11.100.87.183","5.135.215.43","RTP","112","PT=DynamicRTP-Type-96, SSRC=0xE2C2AC05, Seq=1010, Time=4137331333"
"11261","51.442324","11.100.87.183","5.135.215.43","RTP","113","PT=DynamicRTP-Type-96, SSRC=0xE2C2AC05, Seq=1011, Time=4137332293"
"11262","51.450920","5.135.215.43","11.100.87.183","RTP","119","PT=DynamicRTP-Type-96, SSRC=0x34FA078C, Seq=1098, Time=3692694966"
"11297","51.472039","11.100.87.183","5.135.215.43","RTP","117","PT=DynamicRTP-Type-96, SSRC=0xE2C2AC05, Seq=1012, Time=4137333253"
"11300","51.482503","5.135.215.43","11.100.87.183","RTP","122","PT=DynamicRTP-Type-96, SSRC=0x34FA078C, Seq=1099, Time=3692695926"
"11317","51.501115","5.135.215.43","11.100.87.183","RTP","122","PT=DynamicRTP-Type-96, SSRC=0x34FA078C, Seq=1100, Time=3692696886"
"11338","51.502566","11.100.87.183","5.135.215.43","RTP","108","PT=DynamicRTP-Type-96, SSRC=0xE2C2AC05, Seq=1013, Time=4137334213"
"11339","51.520976","5.135.215.43","11.100.87.183","RTP","113","PT=DynamicRTP-Type-96, SSRC=0x34FA078C, Seq=1101, Time=3692697846"
"11358","51.531360","11.100.87.183","5.135.215.43","RTP","110","PT=DynamicRTP-Type-96, SSRC=0xE2C2AC05, Seq=1014, Time=4137335173"
"11376","51.531987","11.100.87.183","5.135.215.43","RTP","109","PT=DynamicRTP-Type-96, SSRC=0xE2C2AC05, Seq=1015, Time=4137336133"
"11380","51.543499","5.135.215.43","11.100.87.183","RTP","119","PT=DynamicRTP-Type-96, SSRC=0x34FA078C, Seq=1102, Time=3692698806"
"11381","51.543499","5.135.215.43","11.100.87.183","RTP","120","PT=DynamicRTP-Type-96, SSRC=0x34FA078C, Seq=1103, Time=3692699766"
"11419","51.562318","11.100.87.183","5.135.215.43","RTP","112","PT=DynamicRTP-Type-96, SSRC=0xE2C2AC05, Seq=1016, Time=4137337093"
"11421","51.573426","5.135.215.43","11.100.87.183","RTP","117","PT=DynamicRTP-Type-96, SSRC=0x34FA078C, Seq=1104, Time=3692700726"
"11430","51.591396","11.100.87.183","5.135.215.43","RTP","108","PT=DynamicRTP-Type-96, SSRC=0xE2C2AC05, Seq=1017, Time=4137338053"
"11433","51.591656","5.135.215.43","11.100.87.183","RTP","121","PT=DynamicRTP-Type-96, SSRC=0x34FA078C, Seq=1105, Time=3692701686"
"11447","51.592905","11.100.87.183","5.135.215.43","RTP","111","PT=DynamicRTP-Type-96, SSRC=0xE2C2AC05, Seq=1018, Time=4137339013"
"11452","51.610788","5.135.215.43","11.100.87.183","RTP","125","PT=DynamicRTP-Type-96, SSRC=0x34FA078C, Seq=1106, Time=3692702646"
"11457","51.619310","11.100.87.183","5.135.215.43","RTP","110","PT=DynamicRTP-Type-96, SSRC=0xE2C2AC05, Seq=1019, Time=4137339973"
"11471","51.631257","5.135.215.43","11.100.87.183","RTP","129","PT=DynamicRTP-Type-96, SSRC=0x34FA078C, Seq=1107, Time=3692703606"
"11476","51.646817","11.100.87.183","5.135.215.43","RTP","112","PT=DynamicRTP-Type-96, SSRC=0xE2C2AC05, Seq=1020, Time=4137340933"
"11509","51.660788","5.135.215.43","11.100.87.183","RTP","149","PT=DynamicRTP-Type-96, SSRC=0x34FA078C, Seq=1108, Time=3692704566"
"11517","51.676936","11.100.87.183","5.135.215.43","RTP","112","PT=DynamicRTP-Type-96, SSRC=0xE2C2AC05, Seq=1021, Time=4137341893"
"11527","51.677336","11.100.87.183","5.135.215.43","RTP","113","PT=DynamicRTP-Type-96, SSRC=0xE2C2AC05, Seq=1022, Time=4137342853"
"11528","51.682802","5.135.215.43","11.100.87.183","RTP","155","PT=DynamicRTP-Type-96, SSRC=0x34FA078C, Seq=1109, Time=3692705526"
"11529","51.701338","5.135.215.43","11.100.87.183","RTP","145","PT=DynamicRTP-Type-96, SSRC=0x34FA078C, Seq=1110, Time=3692706486"
"11530","51.703281","5.135.215.43","11.100.87.183","RTP","134","PT=DynamicRTP-Type-96, SSRC=0x34FA078C, Seq=1111, Time=3692707446"
"11531","51.706746","11.100.87.183","5.135.215.43","RTP","110","PT=DynamicRTP-Type-96, SSRC=0xE2C2AC05, Seq=1023, Time=4137343813"
"11554","51.731113","5.135.215.43","11.100.87.183","RTP","131","PT=DynamicRTP-Type-96, SSRC=0x34FA078C, Seq=1112, Time=3692708406"
"11562","51.737414","11.100.87.183","5.135.215.43","RTP","111","PT=DynamicRTP-Type-96, SSRC=0xE2C2AC05, Seq=1024, Time=4137344773"
"11570","51.737835","11.100.87.183","5.135.215.43","RTP","120","PT=DynamicRTP-Type-96, SSRC=0xE2C2AC05, Seq=1025, Time=4137345733"
"11573","51.752035","5.135.215.43","11.100.87.183","RTP","137","PT=DynamicRTP-Type-96, SSRC=0x34FA078C, Seq=1113, Time=3692709366"
"11574","51.767161","11.100.87.183","5.135.215.43","RTP","109","PT=DynamicRTP-Type-96, SSRC=0xE2C2AC05, Seq=1026, Time=4137346693"
"11575","51.767299","11.100.87.183","5.135.215.43","RTP","107","PT=DynamicRTP-Type-96, SSRC=0xE2C2AC05, Seq=1027, Time=4137347653"
"11581","51.773368","5.135.215.43","11.100.87.183","RTP","150","PT=DynamicRTP-Type-96, SSRC=0x34FA078C, Seq=1114, Time=3692710326"
"11594","51.789552","5.135.215.43","11.100.87.183","RTP","129","PT=DynamicRTP-Type-96, SSRC=0x34FA078C, Seq=1115, Time=3692711286"
"11597","51.797873","11.100.87.183","5.135.215.43","RTP","108","PT=DynamicRTP-Type-96, SSRC=0xE2C2AC05, Seq=1028, Time=4137348613"
"11615","51.820191","5.135.215.43","11.100.87.183","RTP","128","PT=DynamicRTP-Type-96, SSRC=0x34FA078C, Seq=1116, Time=3692712246"
"11628","51.827440","11.100.87.183","5.135.215.43","RTP","110","PT=DynamicRTP-Type-96, SSRC=0xE2C2AC05, Seq=1029, Time=4137349573"
"11636","51.839316","5.135.215.43","11.100.87.183","RTP","131","PT=DynamicRTP-Type-96, SSRC=0x34FA078C, Seq=1117, Time=3692713206"
"11649","51.857191","11.100.87.183","5.135.215.43","RTP","110","PT=DynamicRTP-Type-96, SSRC=0xE2C2AC05, Seq=1030, Time=4137350533"
"11650","51.857308","11.100.87.183","5.135.215.43","RTP","111","PT=DynamicRTP-Type-96, SSRC=0xE2C2AC05, Seq=1031, Time=4137351493"
"11673","51.861196","5.135.215.43","11.100.87.183","RTP","132","PT=DynamicRTP-Type-96, SSRC=0x34FA078C, Seq=1118, Time=3692714166"
"11674","51.861196","5.135.215.43","11.100.87.183","RTP","129","PT=DynamicRTP-Type-96, SSRC=0x34FA078C, Seq=1119, Time=3692715126"
"11680","51.886739","11.100.87.183","5.135.215.43","RTP","108","PT=DynamicRTP-Type-96, SSRC=0xE2C2AC05, Seq=1032, Time=4137352453"
"11704","51.890243","5.135.215.43","11.100.87.183","RTP","132","PT=DynamicRTP-Type-96, SSRC=0x34FA078C, Seq=1120, Time=3692716086"
"11717","51.901291","11.100.87.183","5.135.215.43","RTP","113","PT=DynamicRTP-Type-96, SSRC=0xE2C2AC05, Seq=1033, Time=4137353413"
"11719","51.912401","5.135.215.43","11.100.87.183","RTP","130","PT=DynamicRTP-Type-96, SSRC=0x34FA078C, Seq=1121, Time=3692717046"
"11721","51.916628","11.100.87.183","5.135.215.43","RTP","116","PT=DynamicRTP-Type-96, SSRC=0xE2C2AC05, Seq=1034, Time=4137354373"
"11733","51.930524","5.135.215.43","11.100.87.183","RTP","128","PT=DynamicRTP-Type-96, SSRC=0x34FA078C, Seq=1122, Time=3692718006"
"11734","51.931292","11.100.87.183","5.135.215.43","RTP","112","PT=DynamicRTP-Type-96, SSRC=0xE2C2AC05, Seq=1035, Time=4137355333"
"11747","51.961516","5.135.215.43","11.100.87.183","RTP","148","PT=DynamicRTP-Type-96, SSRC=0x34FA078C, Seq=1123, Time=3692718966"
"11748","51.973878","11.100.87.183","5.135.215.43","RTP","111","PT=DynamicRTP-Type-96, SSRC=0xE2C2AC05, Seq=1036, Time=4137356293"
"11749","51.974000","11.100.87.183","5.135.215.43","RTP","109","PT=DynamicRTP-Type-96, SSRC=0xE2C2AC05, Seq=1037, Time=4137357253"
"11758","51.979970","5.135.215.43","11.100.87.183","RTP","156","PT=DynamicRTP-Type-96, SSRC=0x34FA078C, Seq=1124, Time=3692719926"
"11759","51.988551","11.100.87.183","5.135.215.43","RTP","110","PT=DynamicRTP-Type-96, SSRC=0xE2C2AC05, Seq=1038, Time=4137358213"
"11766","52.000779","5.135.215.43","11.100.87.183","RTP","140","PT=DynamicRTP-Type-96, SSRC=0x34FA078C, Seq=1125, Time=3692720886"
"11767","52.000779","5.135.215.43","11.100.87.183","RTP","123","PT=DynamicRTP-Type-96, SSRC=0x34FA078C, Seq=1126, Time=3692721846"
"11770","52.019417","11.100.87.183","5.135.215.43","RTP","110","PT=DynamicRTP-Type-96, SSRC=0xE2C2AC05, Seq=1039, Time=4137359173"
"11788","52.030534","5.135.215.43","11.100.87.183","RTP","128","PT=DynamicRTP-Type-96, SSRC=0x34FA078C, Seq=1127, Time=3692722806"
"11794","52.049179","11.100.87.183","5.135.215.43","RTP","110","PT=DynamicRTP-Type-96, SSRC=0xE2C2AC05, Seq=1040, Time=4137360133"
"11795","52.049292","11.100.87.183","5.135.215.43","RTP","109","PT=DynamicRTP-Type-96, SSRC=0xE2C2AC05, Seq=1041, Time=4137361093"
"11800","52.051435","5.135.215.43","11.100.87.183","RTP","123","PT=DynamicRTP-Type-96, SSRC=0x34FA078C, Seq=1128, Time=3692723766"
"11801","52.070672","5.135.215.43","11.100.87.183","RTP","122","PT=DynamicRTP-Type-96, SSRC=0x34FA078C, Seq=1129, Time=3692724726"
"11802","52.079263","11.100.87.183","5.135.215.43","RTP","116","PT=DynamicRTP-Type-96, SSRC=0xE2C2AC05, Seq=1042, Time=4137362053"
"11803","52.079388","11.100.87.183","5.135.215.43","RTP","110","PT=DynamicRTP-Type-96, SSRC=0xE2C2AC05, Seq=1043, Time=4137363013"
"11809","52.091712","5.135.215.43","11.100.87.183","RTP","131","PT=DynamicRTP-Type-96, SSRC=0x34FA078C, Seq=1130, Time=3692725686"
"11812","52.109081","11.100.87.183","5.135.215.43","RTP","110","PT=DynamicRTP-Type-96, SSRC=0xE2C2AC05, Seq=1044, Time=4137363973"
"11815","52.123735","5.135.215.43","11.100.87.183","RTP","126","PT=DynamicRTP-Type-96, SSRC=0x34FA078C, Seq=1131, Time=3692726646"
"11823","52.137702","11.100.87.183","5.135.215.43","RTP","112","PT=DynamicRTP-Type-96, SSRC=0xE2C2AC05, Seq=1045, Time=4137364933"
"11824","52.140138","5.135.215.43","11.100.87.183","RTP","123","PT=DynamicRTP-Type-96, SSRC=0x34FA078C, Seq=1132, Time=3692727606"
"11825","52.151795","11.100.87.183","5.135.215.43","RTP","108","PT=DynamicRTP-Type-96, SSRC=0xE2C2AC05, Seq=1046, Time=4137365893"
"11828","52.162194","5.135.215.43","11.100.87.183","RTP","125","PT=DynamicRTP-Type-96, SSRC=0x34FA078C, Seq=1133, Time=3692728566"
"11829","52.162194","5.135.215.43","11.100.87.183","RTP","127","PT=DynamicRTP-Type-96, SSRC=0x34FA078C, Seq=1134, Time=3692729526"
"11830","52.167299","11.100.87.183","5.135.215.43","RTP","111","PT=DynamicRTP-Type-96, SSRC=0xE2C2AC05, Seq=1047, Time=4137366853"
"11836","52.190246","5.135.215.43","11.100.87.183","RTP","118","PT=DynamicRTP-Type-96, SSRC=0x34FA078C, Seq=1135, Time=3692730486"
"11837","52.195566","11.100.87.183","5.135.215.43","RTP","107","PT=DynamicRTP-Type-96, SSRC=0xE2C2AC05, Seq=1048, Time=4137367813"
"11840","52.212587","5.135.215.43","11.100.87.183","RTP","128","PT=DynamicRTP-Type-96, SSRC=0x34FA078C, Seq=1136, Time=3692731446"
"11843","52.227690","11.100.87.183","5.135.215.43","RTP","109","PT=DynamicRTP-Type-96, SSRC=0xE2C2AC05, Seq=1049, Time=4137368773"
"11844","52.227821","11.100.87.183","5.135.215.43","RTP","113","PT=DynamicRTP-Type-96, SSRC=0xE2C2AC05, Seq=1050, Time=4137369733"
"11845","52.234437","5.135.215.43","11.100.87.183","RTP","157","PT=DynamicRTP-Type-96, SSRC=0x34FA078C, Seq=1137, Time=3692732406"
"11846","52.241619","11.100.87.183","5.135.215.43","RTP","106","PT=DynamicRTP-Type-96, SSRC=0xE2C2AC05, Seq=1051, Time=4137370693"
"11847","52.261381","5.135.215.43","11.100.87.183","RTP","165","PT=DynamicRTP-Type-96, SSRC=0x34FA078C, Seq=1138, Time=3692733366"
"11851","52.271682","11.100.87.183","5.135.215.43","RTP","110","PT=DynamicRTP-Type-96, SSRC=0xE2C2AC05, Seq=1052, Time=4137371653"
"11853","52.281596","5.135.215.43","11.100.87.183","RTP","146","PT=DynamicRTP-Type-96, SSRC=0x34FA078C, Seq=1139, Time=3692734326"
"11857","52.300986","11.100.87.183","5.135.215.43","RTP","111","PT=DynamicRTP-Type-96, SSRC=0xE2C2AC05, Seq=1053, Time=4137372613"
"11859","52.302188","5.135.215.43","11.100.87.183","RTP","155","PT=DynamicRTP-Type-96, SSRC=0x34FA078C, Seq=1140, Time=3692735286"
"11860","52.323367","5.135.215.43","11.100.87.183","RTP","146","PT=DynamicRTP-Type-96, SSRC=0x34FA078C, Seq=1141, Time=3692736246"
"11861","52.323367","5.135.215.43","11.100.87.183","RTP","162","PT=DynamicRTP-Type-96, SSRC=0x34FA078C, Seq=1142, Time=3692737206"
"11863","52.331778","11.100.87.183","5.135.215.43","RTP","108","PT=DynamicRTP-Type-96, SSRC=0xE2C2AC05, Seq=1054, Time=4137373573"
"11864","52.331823","11.100.87.183","5.135.215.43","RTP","112","PT=DynamicRTP-Type-96, SSRC=0xE2C2AC05, Seq=1055, Time=4137374533"
"11869","52.352809","5.135.215.43","11.100.87.183","RTP","145","PT=DynamicRTP-Type-96, SSRC=0x34FA078C, Seq=1143, Time=3692738166"
"11879","52.363818","11.100.87.183","5.135.215.43","RTP","111","PT=DynamicRTP-Type-96, SSRC=0xE2C2AC05, Seq=1056, Time=4137375493"
"11880","52.370827","5.135.215.43","11.100.87.183","RTP","132","PT=DynamicRTP-Type-96, SSRC=0x34FA078C, Seq=1144, Time=3692739126"
"11882","52.392694","5.135.215.43","11.100.87.183","RTP","137","PT=DynamicRTP-Type-96, SSRC=0x34FA078C, Seq=1145, Time=3692740086"
"11883","52.392838","11.100.87.183","5.135.215.43","RTP","109","PT=DynamicRTP-Type-96, SSRC=0xE2C2AC05, Seq=1057, Time=4137376453"
"11884","52.392958","11.100.87.183","5.135.215.43","RTP","109","PT=DynamicRTP-Type-96, SSRC=0xE2C2AC05, Seq=1058, Time=4137377413"
"11896","52.421335","5.135.215.43","11.100.87.183","RTP","149","PT=DynamicRTP-Type-96, SSRC=0x34FA078C, Seq=1146, Time=3692741046"
"11897","52.421861","11.100.87.183","5.135.215.43","RTP","112","PT=DynamicRTP-Type-96, SSRC=0xE2C2AC05, Seq=1059, Time=4137378373"
"11903","52.441960","5.135.215.43","11.100.87.183","RTP","143","PT=DynamicRTP-Type-96, SSRC=0x34FA078C, Seq=1147, Time=3692742006"
"11915","52.454119","11.100.87.183","5.135.215.43","RTP","106","PT=DynamicRTP-Type-96, SSRC=0xE2C2AC05, Seq=1060, Time=4137379333"
"11916","52.454528","11.100.87.183","5.135.215.43","RTP","112","PT=DynamicRTP-Type-96, SSRC=0xE2C2AC05, Seq=1061, Time=4137380293"
"11921","52.463797","5.135.215.43","11.100.87.183","RTP","148","PT=DynamicRTP-Type-96, SSRC=0x34FA078C, Seq=1148, Time=3692742966"
"11922","52.463797","5.135.215.43","11.100.87.183","RTP","139","PT=DynamicRTP-Type-96, SSRC=0x34FA078C, Seq=1149, Time=3692743926"
"11923","52.469339","11.100.87.183","5.135.215.43","RTP","112","PT=DynamicRTP-Type-96, SSRC=0xE2C2AC05, Seq=1062, Time=4137381253"
"11925","52.491832","5.135.215.43","11.100.87.183","RTP","150","PT=DynamicRTP-Type-96, SSRC=0x34FA078C, Seq=1150, Time=3692744886"
"11926","52.499517","11.100.87.183","5.135.215.43","RTP","112","PT=DynamicRTP-Type-96, SSRC=0xE2C2AC05, Seq=1063, Time=4137382213"
"11938","52.511491","5.135.215.43","11.100.87.183","RTP","170","PT=DynamicRTP-Type-96, SSRC=0x34FA078C, Seq=1151, Time=3692745846"
"11948","52.530106","11.100.87.183","5.135.215.43","RTP","113","PT=DynamicRTP-Type-96, SSRC=0xE2C2AC05, Seq=1064, Time=4137383173"
"11951","52.530442","11.100.87.183","5.135.215.43","RTP","110","PT=DynamicRTP-Type-96, SSRC=0xE2C2AC05, Seq=1065, Time=4137384133"
"11955","52.531163","5.135.215.43","11.100.87.183","RTP","165","PT=DynamicRTP-Type-96, SSRC=0x34FA078C, Seq=1152, Time=3692746806"
"11957","52.551453","5.135.215.43","11.100.87.183","RTP","148","PT=DynamicRTP-Type-96, SSRC=0x34FA078C, Seq=1153, Time=3692747766"
"11969","52.560132","11.100.87.183","5.135.215.43","RTP","110","PT=DynamicRTP-Type-96, SSRC=0xE2C2AC05, Seq=1066, Time=4137385093"
"11970","52.560180","11.100.87.183","5.135.215.43","RTP","110","PT=DynamicRTP-Type-96, SSRC=0xE2C2AC05, Seq=1067, Time=4137386053"
"11975","52.582340","5.135.215.43","11.100.87.183","RTP","134","PT=DynamicRTP-Type-96, SSRC=0x34FA078C, Seq=1154, Time=3692748726"
"11990","52.589892","11.100.87.183","5.135.215.43","RTP","111","PT=DynamicRTP-Type-96, SSRC=0xE2C2AC05, Seq=1068, Time=4137387013"
"11996","52.599473","5.135.215.43","11.100.87.183","RTP","121","PT=DynamicRTP-Type-96, SSRC=0x34FA078C, Seq=1155, Time=3692749686"
"12001","52.619560","11.100.87.183","5.135.215.43","RTP","109","PT=DynamicRTP-Type-96, SSRC=0xE2C2AC05, Seq=1069, Time=4137387973"
"12004","52.622877","5.135.215.43","11.100.87.183","RTP","129","PT=DynamicRTP-Type-96, SSRC=0x34FA078C, Seq=1156, Time=3692750646"
"12005","52.623771","5.135.215.43","11.100.87.183","RTP","144","PT=DynamicRTP-Type-96, SSRC=0x34FA078C, Seq=1157, Time=3692751606"
"12008","52.649839","11.100.87.183","5.135.215.43","RTP","112","PT=DynamicRTP-Type-96, SSRC=0xE2C2AC05, Seq=1070, Time=4137388933"
"12009","52.649947","11.100.87.183","5.135.215.43","RTP","110","PT=DynamicRTP-Type-96, SSRC=0xE2C2AC05, Seq=1071, Time=4137389893"
"12013","52.652026","5.135.215.43","11.100.87.183","RTP","148","PT=DynamicRTP-Type-96, SSRC=0x34FA078C, Seq=1158, Time=3692752566"
"12016","52.671729","5.135.215.43","11.100.87.183","RTP","130","PT=DynamicRTP-Type-96, SSRC=0x34FA078C, Seq=1159, Time=3692753526"
"12017","52.679409","11.100.87.183","5.135.215.43","RTP","106","PT=DynamicRTP-Type-96, SSRC=0xE2C2AC05, Seq=1072, Time=4137390853"
"12027","52.691955","5.135.215.43","11.100.87.183","RTP","125","PT=DynamicRTP-Type-96, SSRC=0x34FA078C, Seq=1160, Time=3692754486"
"12051","52.707308","11.100.87.183","5.135.215.43","RTP","110","PT=DynamicRTP-Type-96, SSRC=0xE2C2AC05, Seq=1073, Time=4137391813"
